date,pollution_today
10-02-2013,60.5
11-02-2013,64.79166667
12-02-2013,113.7083333
13-02-2013,306.9166667
14-02-2013,82.20833333
15-02-2013,39.79166667
16-02-2013,136.8333333
17-02-2013,134.5416667
18-02-2013,22.79166667
19-02-2013,30.125
20-02-2013,83.29166667
21-02-2013,201.875
22-02-2013,95.29166667
23-02-2013,135.1666667
24-02-2013,340.625
25-02-2013,163
26-02-2013,205.5833333
27-02-2013,247.7083333
28-02-2013,236.0416667
01-03-2013,10.45833333
02-03-2013,42.70833333
03-03-2013,104.6666667
04-03-2013,24.20833333
05-03-2013,174.1666667
06-03-2013,229.8333333
07-03-2013,309.7916667
08-03-2013,237.2916667
09-03-2013,67.58333333
10-03-2013,39.25
11-03-2013,125.2083333
12-03-2013,149.1666667
13-03-2013,21.875
14-03-2013,108.375
15-03-2013,248.25
16-03-2013,276.1458333
17-03-2013,339.0416667
18-03-2013,72.20833333
19-03-2013,54.29166667
20-03-2013,63.125
21-03-2013,153.8333333
22-03-2013,70.95833333
23-03-2013,57.04166667
24-03-2013,20.75
25-03-2013,112.9791667
26-03-2013,195.2916667
27-03-2013,97.375
28-03-2013,33.16666667
29-03-2013,98
30-03-2013,92.625
31-03-2013,194.75
01-04-2013,105.5833333
02-04-2013,112.8333333
03-04-2013,127.625
04-04-2013,79.79166667
05-04-2013,66.25
06-04-2013,13.95833333
07-04-2013,79.20833333
08-04-2013,21.04166667
09-04-2013,11.5
10-04-2013,12
11-04-2013,18.25
12-04-2013,50.58333333
13-04-2013,61.375
14-04-2013,28.70833333
15-04-2013,70.14583333
16-04-2013,60.1875
17-04-2013,47.875
18-04-2013,11.70833333
19-04-2013,53.54166667
20-04-2013,76.95833333
21-04-2013,130.9166667
22-04-2013,169.5833333
23-04-2013,203.2916667
24-04-2013,87.95833333
25-04-2013,13.54166667
26-04-2013,74.5
27-04-2013,70.29166667
28-04-2013,75.54166667
29-04-2013,27.125
30-04-2013,23.20833333
01-05-2013,44.33333333
02-05-2013,83.41666667
03-05-2013,63
04-05-2013,85.875
05-05-2013,178.7916667
06-05-2013,219.4166667
07-05-2013,177.5
08-05-2013,130.7083333
09-05-2013,48.41666667
10-05-2013,49.83333333
11-05-2013,54.125
12-05-2013,48.5
13-05-2013,94.95833333
14-05-2013,71.04166667
15-05-2013,68.625
16-05-2013,67.66666667
17-05-2013,107.5147059
18-05-2013,104.5269608
19-05-2013,54.91666667
20-05-2013,46.58333333
21-05-2013,102
22-05-2013,63.83333333
23-05-2013,81.83333333
24-05-2013,120.9166667
25-05-2013,61.70833333
26-05-2013,105.0833333
27-05-2013,74.66666667
28-05-2013,83.41666667
29-05-2013,21.54166667
30-05-2013,58.875
31-05-2013,89.41666667
01-06-2013,75.20833333
02-06-2013,151.6666667
03-06-2013,131.25
04-06-2013,133.625
05-06-2013,142.8333333
06-06-2013,154.9583333
07-06-2013,137.4583333
08-06-2013,173.4166667
09-06-2013,62.54166667
10-06-2013,31.91666667
11-06-2013,62.70833333
12-06-2013,65
13-06-2013,107.9583333
14-06-2013,107.2083333
15-06-2013,123.8333333
16-06-2013,173.8333333
17-06-2013,40.58333333
18-06-2013,52.16666667
19-06-2013,52.41666667
20-06-2013,85.91666667
21-06-2013,80.08333333
22-06-2013,59.16666667
23-06-2013,67.54166667
24-06-2013,110.4583333
25-06-2013,122.25
26-06-2013,153.3333333
27-06-2013,96.58333333
28-06-2013,301.0833333
29-06-2013,97.70833333
30-06-2013,181.7083333
01-07-2013,148.0416667
02-07-2013,18.16666667
03-07-2013,30.95833333
04-07-2013,28.83333333
05-07-2013,22.83333333
06-07-2013,61.125
07-07-2013,84.83333333
08-07-2013,94.04166667
09-07-2013,87.91666667
10-07-2013,37.125
11-07-2013,40
12-07-2013,70.29166667
13-07-2013,108.7916667
14-07-2013,88.16666667
15-07-2013,63.41666667
16-07-2013,27.375
17-07-2013,48.375
18-07-2013,134.0833333
19-07-2013,122.5
20-07-2013,99.04166667
21-07-2013,72.875
22-07-2013,96.45833333
23-07-2013,43.83333333
24-07-2013,40.83333333
25-07-2013,33.08333333
26-07-2013,54.04166667
27-07-2013,107.4166667
28-07-2013,64
29-07-2013,66.33333333
30-07-2013,101.0833333
31-07-2013,45.79166667
01-08-2013,44.91666667
02-08-2013,70.95833333
03-08-2013,32.91666667
04-08-2013,84.20833333
05-08-2013,44.41666667
06-08-2013,121.4583333
07-08-2013,36.79166667
08-08-2013,31.91666667
09-08-2013,36.04166667
10-08-2013,88.33333333
11-08-2013,123
12-08-2013,53.20833333
13-08-2013,79.41666667
14-08-2013,62.125
15-08-2013,100.9166667
16-08-2013,107.6666667
17-08-2013,44.66666667
18-08-2013,15.83333333
19-08-2013,25.5625
20-08-2013,92.08333333
21-08-2013,101.3958333
22-08-2013,122.3125
23-08-2013,61.08333333
24-08-2013,38.29166667
25-08-2013,44.58333333
26-08-2013,53.875
27-08-2013,54.75
28-08-2013,72.41666667
29-08-2013,36.58333333
30-08-2013,14.75
31-08-2013,23.75
01-09-2013,48.45833333
02-09-2013,59.875
03-09-2013,99.58333333
04-09-2013,83.125
05-09-2013,24.625
06-09-2013,77.375
07-09-2013,82.08333333
08-09-2013,111.6666667
09-09-2013,85.375
10-09-2013,66.45833333
11-09-2013,72.58333333
12-09-2013,153.2916667
13-09-2013,100.5416667
14-09-2013,72.83333333
15-09-2013,24.83333333
16-09-2013,57.125
17-09-2013,103.4583333
18-09-2013,115.75
19-09-2013,122.0833333
20-09-2013,67.79166667
21-09-2013,53.58333333
22-09-2013,90.5
23-09-2013,44.29166667
24-09-2013,15.375
25-09-2013,16.70833333
26-09-2013,54.14583333
27-09-2013,192.7083333
28-09-2013,243.5833333
29-09-2013,229.9166667
30-09-2013,149.2916667
01-10-2013,77.25
02-10-2013,19.16666667
03-10-2013,61.16666667
04-10-2013,153.4583333
05-10-2013,307.6666667
06-10-2013,219.75
07-10-2013,96.5
08-10-2013,62.79166667
09-10-2013,141.875
10-10-2013,89.33333333
11-10-2013,56.04166667
12-10-2013,70.625
13-10-2013,57.75
14-10-2013,40.33333333
15-10-2013,21.58333333
16-10-2013,59.58333333
17-10-2013,160.75
18-10-2013,245.7083333
19-10-2013,78.125
20-10-2013,28.5
21-10-2013,96.83333333
22-10-2013,150.7083333
23-10-2013,28.33333333
24-10-2013,22.66666667
25-10-2013,46.66666667
26-10-2013,66.58333333
27-10-2013,220.5416667
28-10-2013,316
29-10-2013,42.5
30-10-2013,94.58333333
31-10-2013,162.8333333
01-11-2013,220.25
02-11-2013,281.0416667
03-11-2013,61
04-11-2013,47.04166667
05-11-2013,197.7083333
06-11-2013,125.5833333
07-11-2013,38.08333333
08-11-2013,162.125
09-11-2013,103.9583333
10-11-2013,19.08333333
11-11-2013,37.91666667
12-11-2013,63.625
13-11-2013,190.9583333
14-11-2013,73.16666667
15-11-2013,113
16-11-2013,55.625
17-11-2013,13.70833333
18-11-2013,11.5
19-11-2013,38.47916667
20-11-2013,75.20833333
21-11-2013,128.5833333
22-11-2013,167.875
23-11-2013,233.4791667
24-11-2013,102.875
25-11-2013,21.91666667
26-11-2013,28.70833333
27-11-2013,7.458333333
28-11-2013,25.5
29-11-2013,57.41666667
30-11-2013,37.58333333
01-12-2013,79.16666667
02-12-2013,133.5833333
03-12-2013,92.5
04-12-2013,116.25
05-12-2013,49.25
06-12-2013,154.6666667
07-12-2013,343.9166667
08-12-2013,232.25
09-12-2013,17.33333333
10-12-2013,29.5
11-12-2013,28.66666667
12-12-2013,23.16666667
13-12-2013,68.625
14-12-2013,63.70833333
15-12-2013,50.25
16-12-2013,181.75
17-12-2013,89.91666667
18-12-2013,50.125
19-12-2013,41.58333333
20-12-2013,41.33333333
21-12-2013,81.70833333
22-12-2013,177.9583333
23-12-2013,149.8333333
24-12-2013,315.9166667
25-12-2013,180.7083333
26-12-2013,14.625
27-12-2013,31.91666667
28-12-2013,21.125
29-12-2013,50.52083333
30-12-2013,39.83333333
31-12-2013,51.83333333
01-01-2014,53.41666667
02-01-2014,162.625
03-01-2014,61.91666667
04-01-2014,150.4166667
05-01-2014,104.0833333
06-01-2014,150.875
07-01-2014,121.3333333
08-01-2014,19.25
09-01-2014,32.41666667
10-01-2014,79.83333333
11-01-2014,156.7083333
12-01-2014,24.375
13-01-2014,119.8333333
14-01-2014,124.75
15-01-2014,191.7916667
16-01-2014,457.5
17-01-2014,167.5416667
18-01-2014,71.25
19-01-2014,131.1666667
20-01-2014,10.45833333
21-01-2014,42.375
22-01-2014,154.0416667
23-01-2014,289.375
24-01-2014,162.6666667
25-01-2014,34.20833333
26-01-2014,55.66666667
27-01-2014,100.7916667
28-01-2014,43.91666667
29-01-2014,142.875
30-01-2014,75.16666667
31-01-2014,164.2916667
01-02-2014,156.8333333
02-02-2014,74.375
03-02-2014,7.416666667
04-02-2014,25.75
05-02-2014,102.375
06-02-2014,145.25
07-02-2014,102.25
08-02-2014,60.04166667
09-02-2014,13.375
10-02-2014,23.91666667
11-02-2014,124.8333333
12-02-2014,143.5833333
13-02-2014,211.1666667
14-02-2014,286.5
15-02-2014,372
16-02-2014,273.875
17-02-2014,80.79166667
18-02-2014,67.45833333
19-02-2014,78.41666667
20-02-2014,258.0625
21-02-2014,331.0833333
22-02-2014,339.5833333
23-02-2014,292.3958333
24-02-2014,351.625
25-02-2014,442.6666667
26-02-2014,407.6666667
27-02-2014,19.91666667
28-02-2014,97.41666667
01-03-2014,84.91666667
02-03-2014,154.5833333
03-03-2014,245.2083333
04-03-2014,59.79166667
05-03-2014,24.95833333
06-03-2014,18.08333333
07-03-2014,59.66666667
08-03-2014,174.7916667
09-03-2014,123.0416667
10-03-2014,101.4583333
11-03-2014,204.7083333
12-03-2014,18.08333333
13-03-2014,22.75
14-03-2014,22.875
15-03-2014,109.0416667
16-03-2014,124.625
17-03-2014,91.08333333
18-03-2014,39.95833333
19-03-2014,59.66666667
20-03-2014,10.33333333
21-03-2014,25.64583333
22-03-2014,65
23-03-2014,152.4583333
24-03-2014,243.9166667
25-03-2014,228.375
26-03-2014,306.4166667
27-03-2014,270.75
28-03-2014,148.25
29-03-2014,45.5
30-03-2014,34.16666667
31-03-2014,151.3333333
01-04-2014,132.9583333
02-04-2014,106.75
03-04-2014,24.375
04-04-2014,32.54166667
05-04-2014,25.54166667
06-04-2014,57.91666667
07-04-2014,95.29166667
08-04-2014,169.2916667
09-04-2014,145.375
10-04-2014,89.85416667
11-04-2014,60.29166667
12-04-2014,117.875
13-04-2014,157.6666667
14-04-2014,245.2916667
15-04-2014,67.375
16-04-2014,65.08333333
17-04-2014,117.7083333
18-04-2014,145.5833333
19-04-2014,63.5
20-04-2014,69.04166667
21-04-2014,50.91666667
22-04-2014,77.41666667
23-04-2014,120.8333333
24-04-2014,111.2916667
25-04-2014,125.7083333
26-04-2014,39.16666667
27-04-2014,66.83333333
28-04-2014,67.75
29-04-2014,104.7916667
30-04-2014,112.25
01-05-2014,123.5416667
02-05-2014,38
03-05-2014,80.66666667
04-05-2014,46.79166667
05-05-2014,46.95833333
06-05-2014,98.79166667
07-05-2014,91.08333333
08-05-2014,87.75
09-05-2014,68.83333333
10-05-2014,54.91666667
11-05-2014,30.75
12-05-2014,47.25
13-05-2014,59.08333333
14-05-2014,22.95833333
15-05-2014,78.66666667
16-05-2014,80.29166667
17-05-2014,69.375
18-05-2014,100.1666667
19-05-2014,109.7916667
20-05-2014,83
21-05-2014,100.3333333
22-05-2014,139.5
23-05-2014,79.625
24-05-2014,90
25-05-2014,74.75
26-05-2014,19.95833333
27-05-2014,30.5
28-05-2014,30.08333333
29-05-2014,45.375
30-05-2014,91.25
31-05-2014,115.2916667
01-06-2014,51.875
02-06-2014,33.33333333
03-06-2014,41.875
04-06-2014,62.95833333
05-06-2014,67.27083333
06-06-2014,56.60416667
07-06-2014,12.85416667
08-06-2014,36.9375
09-06-2014,32.45833333
10-06-2014,75.91666667
11-06-2014,46.83333333
12-06-2014,30.33333333
13-06-2014,60.83333333
14-06-2014,43.70833333
15-06-2014,115.1666667
16-06-2014,137
17-06-2014,80.08333333
18-06-2014,66.47916667
19-06-2014,126.5416667
20-06-2014,46.04166667
21-06-2014,56.95833333
22-06-2014,32.95833333
23-06-2014,22.75
24-06-2014,53.70833333
25-06-2014,92.70833333
26-06-2014,120.875
27-06-2014,18.625
28-06-2014,20.16666667
29-06-2014,48.08333333
30-06-2014,70.08333333
01-07-2014,102.9166667
02-07-2014,66.04166667
03-07-2014,209.7916667
04-07-2014,204.5
05-07-2014,120.7083333
06-07-2014,193.0833333
07-07-2014,147.5
08-07-2014,87.25
09-07-2014,25.5
10-07-2014,30.79166667
11-07-2014,30.91666667
12-07-2014,13.79166667
13-07-2014,21.58333333
14-07-2014,30.75
15-07-2014,49.45833333
16-07-2014,111.5
17-07-2014,140.2916667
18-07-2014,121.2916667
19-07-2014,63.16666667
20-07-2014,59.91666667
21-07-2014,26.95833333
22-07-2014,14.375
23-07-2014,23.5
24-07-2014,66.20833333
25-07-2014,75.83333333
26-07-2014,93.5
27-07-2014,96.20833333
28-07-2014,102.4166667
29-07-2014,107.75
30-07-2014,132.7916667
31-07-2014,179.875
01-08-2014,132.6666667
02-08-2014,94.125
03-08-2014,105.5833333
04-08-2014,34.83333333
05-08-2014,21.70833333
06-08-2014,32.875
07-08-2014,64.79166667
08-08-2014,58.04166667
09-08-2014,80.20833333
10-08-2014,33.5
11-08-2014,23.91666667
12-08-2014,27.20833333
13-08-2014,26.75
14-08-2014,28.29166667
15-08-2014,42.45833333
16-08-2014,60.5
17-08-2014,51.375
18-08-2014,58.33333333
19-08-2014,77.25
20-08-2014,89.46666667
21-08-2014,120.6583333
22-08-2014,54.33333333
23-08-2014,121.4583333
24-08-2014,19.83333333
25-08-2014,15.75
26-08-2014,22.04166667
27-08-2014,55.20833333
28-08-2014,84.16666667
29-08-2014,85
30-08-2014,149.5
31-08-2014,89.33333333
01-09-2014,115.1666667
02-09-2014,26.625
03-09-2014,12.625
04-09-2014,41.875
05-09-2014,92.41666667
06-09-2014,134
07-09-2014,143.8333333
08-09-2014,12
09-09-2014,39.33333333
10-09-2014,67.45833333
11-09-2014,93.45833333
12-09-2014,70.95833333
13-09-2014,63.58333333
14-09-2014,45.91666667
15-09-2014,18.58333333
16-09-2014,45.5625
17-09-2014,36.66666667
18-09-2014,68.75
19-09-2014,94.875
20-09-2014,135.1666667
21-09-2014,96.125
22-09-2014,106.875
23-09-2014,65.0625
24-09-2014,30.95833333
25-09-2014,123.375
26-09-2014,137.8333333
27-09-2014,37.33333333
28-09-2014,66.95833333
29-09-2014,54.375
30-09-2014,26.125
01-10-2014,82.54166667
02-10-2014,65.79166667
03-10-2014,127.9583333
04-10-2014,86.66666667
05-10-2014,35.5
06-10-2014,33.83333333
07-10-2014,143.8333333
08-10-2014,305.2083333
09-10-2014,376.2916667
10-10-2014,325.375
11-10-2014,197.5833333
12-10-2014,6.833333333
13-10-2014,14.41666667
14-10-2014,48.5
15-10-2014,53.25
16-10-2014,40.75
17-10-2014,112.3333333
18-10-2014,203.4583333
19-10-2014,284.1666667
20-10-2014,215.0833333
21-10-2014,45.25
22-10-2014,92.125
23-10-2014,143.0416667
24-10-2014,261.4166667
25-10-2014,366.375
26-10-2014,87.54166667
27-10-2014,31.33333333
28-10-2014,67.54166667
29-10-2014,130.5
30-10-2014,190.2916667
31-10-2014,186.8333333
01-11-2014,50.29166667
02-11-2014,7.666666667
03-11-2014,25.375
04-11-2014,124.2916667
05-11-2014,79.875
06-11-2014,13.66666667
07-11-2014,52.875
08-11-2014,78.33333333
09-11-2014,65
10-11-2014,79.66666667
11-11-2014,49.33333333
12-11-2014,6.416666667
13-11-2014,26
14-11-2014,42.20833333
15-11-2014,168.1666667
16-11-2014,122.375
17-11-2014,23.83333333
18-11-2014,85.16666667
19-11-2014,319.875
20-11-2014,335.599359
21-11-2014,169.150641
22-11-2014,44.33333333
23-11-2014,128.0416667
24-11-2014,96.125
25-11-2014,173.1666667
26-11-2014,302.1666667
27-11-2014,80.41666667
28-11-2014,95.375
29-11-2014,301.5416667
30-11-2014,91.41666667
01-12-2014,15.04166667
02-12-2014,51.79166667
03-12-2014,25.375
04-12-2014,9.208333333
05-12-2014,36.375
06-12-2014,70.54166667
07-12-2014,55.25
08-12-2014,71.10416667
09-12-2014,307.7291667
10-12-2014,142.9583333
11-12-2014,24.79166667
12-12-2014,13.70833333
13-12-2014,46.58333333
14-12-2014,100.75
15-12-2014,88.75
16-12-2014,11.125
17-12-2014,97.70833333
18-12-2014,169.25
19-12-2014,77.66666667
20-12-2014,10.91666667
21-12-2014,18.5
22-12-2014,95.25
23-12-2014,101.875
24-12-2014,14.125
25-12-2014,27
26-12-2014,170.25
27-12-2014,238.6666667
28-12-2014,197.375
29-12-2014,159
30-12-2014,46.08333333
31-12-2014,10.04166667
